herb-id,Web.Link,Pinyin.Name,Chinese.Name,English.Name,Latin.Name,Properties,Meridians,Effect
4285,http://119.3.41.228/tcmid/herb/4285/,JU HONG PI,???,Red Tangerine Peel,Exocarpium Citri Rubrum,"Warm,Pungent,Bitter","LUNG,SPLEEN","Treatment of cough, itching of the throat and profuse expectoration in colds, nausea, vomiting and epigastric distension caused by improper diet or excessive drinking."
4294,http://119.3.41.228/tcmid/herb/4294/,ZHI BIE JIA,???,Prepared Turtle Shell,Carapax Trionycis Preparata,"Cold,Salty","SPLEEN,LIVER,KIDNEY","Treatment of fever due to deficiency of yin, consumptive fever, dizziness, tremor or fainting due to deficiency of yin, amenorrhea, mass in the abdomen, chronic malaria with splenomegaly."
4306,http://119.3.41.228/tcmid/herb/4306/,HU ZHANG,??,Japanese Fleeceflower,Polygonum cuspidatum,"Cold,Bitter","LUNG,LIVER,GALLBLADDER","To lower cholesterol, quicken blood and dissipate stasis, dispel wind and free network vessels, clear heat and disinhibit damp, resolve toxin."
4314,http://119.3.41.228/tcmid/herb/4314/,ZI TAN,??,Burmacoast Padauk,Pterocarpus indicus,"Warm,Pungent","LUNG,SPLEEN,STOMACH","To dispel stasis and harmonize construction, stanch bleeding and settle pain."
4320,http://119.3.41.228/tcmid/herb/4320/,JU HE,??,Tangerine Seed,Citrus reticulata,"Minor Warm,Mild,Bitter","LIVER,KIDNEY","To rectify qi and relieve pain, resolve binds."
4345,http://119.3.41.228/tcmid/herb/4345/,QIE GEN,??,root of Garden Eggplant,Radix Solani melongenae,"Cool,Sweet","SPLEEN,LARGE INTESTINE,STOMACH",
4368,http://119.3.41.228/tcmid/herb/4368/,YI PIN HONG,???,Common Poinsettia,Euphorbia pulcherrima,"Cold,Bitter,Punkery",LIVER,"To regulate menstruation and stanch bleeding, quicken blood and settle pain."
4393,http://119.3.41.228/tcmid/herb/4393/,LEI GONG TENG,???,Common Threewingnut,Tripterygium wilfordii,"Cold,Bitter","LIVER,HEART","To dispel wind and eliminate damp, quicken blood and free network vessels, disperse swelling and relieve pain, resolve toxin and kill worms (high toxicity)."
4413,http://119.3.41.228/tcmid/herb/4413/,YIN CHEN HAO,???,Capillary Wormwood Equivalent plant:  Artemisia scoparia,Artemisia capillaris,"Minor cold,Bitter","SPLEEN,STOMACH,LIVER,GALLBLADDER","To clear heat and disinhibit damp, abate jaundice."
4428,http://119.3.41.228/tcmid/herb/4428/,SHE XIANG,??,Abelmusk,"Moschus moschiferus,  Moschus berezovskii,  Moschus sifanicus","Warm,Pungent","SPLEEN,HEART","To open orifices and arouse spirit, quicken blood and dissipate binds, disperse swelling and relieve pain."
4449,http://119.3.41.228/tcmid/herb/4449/,DU HUO,??,Doubleteeth Pubescent Angelica Equivalent plant: Heracleum lanatum,Angelica pubescens f.  biserrata [Syn.  Angelica pubescens ],"Minor Warm,Pungent,Bitter","BLADDER,LIVER","To dispel wind and eliminate damp, dissipate cold and relieve pain."
4453,http://119.3.41.228/tcmid/herb/4453/,JIANG YONG,??,,,"Mild,Pungent,Salty","LUNG,LIVER",
4455,http://119.3.41.228/tcmid/herb/4455/,LUO DE DA,???,Asiatic Pennywort Herb,herba centellae,"Cold,Pungent,Bitter","SPLEEN,LIVER,KIDNEY","Treatment of jaundice caused by damp-heat, heat stroke with diarrhea, urolithiasis and hematuria, carbuncles and boils, traumatic injury."
4459,http://119.3.41.228/tcmid/herb/4459/,NIU HUANG,??,Cow-bezoar (Ox-gallstone),"Bos taurus domesticus,  Bubalus bubalis","Cool,Bitter","LIVER,HEART","To clear heart and cool liver, clear heat and resolve toxin, lower blood pressure."
4469,http://119.3.41.228/tcmid/herb/4469/,JIN FEI CAO,???,Japanese Inula Equivalent plant:  Inula britannica,Inula japonica,"Warm,Salty","LUNG,LARGE INTESTINE,LIVER","To downbear qi , disperse phlegm, move water."
4472,http://119.3.41.228/tcmid/herb/4472/,QING YE DAN,???,Mileen Swertia,Swertia mileensis,"Cold,Sweet,Bitter","BLADDER,LIVER,GALLBLADDER","To clear heat and resolve toxin, disinhibit damp and abate jaundice."
4506,http://119.3.41.228/tcmid/herb/4506/,LI ZHI HE,???,Lychee Seed,Litchi chinensis,"Warm,Sweet,Punkery","LIVER,KIDNEY","To rectify qi, dispel cold, relieve pain, resolve binds."
4518,http://119.3.41.228/tcmid/herb/4518/,LIAN QIAO,??,Weeping Forsythia,Forsythia suspensa,"Minor cold,Bitter","HEART,GALLBLADDER","To clear heat and resolve toxin, dissipate binds and disperse swelling."
4523,http://119.3.41.228/tcmid/herb/4523/,HE GENG,??,Hindu Lotus Petiole,Nelumbo nucifera,"Mild,Bitter","SPLEEN,STOMACH,LIVER","To dispel summerheat, rectify qi and transform damp."
4526,http://119.3.41.228/tcmid/herb/4526/,JING JIE,??,Fineleaf Schizonepeta,Schizonepeta tenuifolia  [Syn.  Nepeta tenuifolia],"Minor Warm,Pungent","LUNG,LIVER","To dispel wind, resolve exterior, outthrust papules, stanch bleeding."
4547,http://119.3.41.228/tcmid/herb/4547/,MAN SHAN HONG,???,Dahurian Rhododendron,Rhododendron dauricum,"Warm,Pungent,Bitter",LUNG,"To relieve cough, dispel phlegm."
4551,http://119.3.41.228/tcmid/herb/4551/,MA BO,??,Bark-less Puff-ball Equivalent plant: Lycoperdon pyriforme,Lasiosphaera fenzlii,"Mild,Pungent","LARGE INTESTINE,LIVER","To clear lung and disinhibit throat, stanch bleeding."
4589,http://119.3.41.228/tcmid/herb/4589/,ZI BEI CHI,???,Purple cowrie shell,Concha Mauritiae Arabicae,"Mild,Salty",LIVER,"Treatment of: 1. Palpitations, irritability, insomnia, dream-disturbed sleep or infantile convulsions due to high fever. Purple cowrie shell (Zibeichi) is used with Coptis root (Huanglian), Mother-of-pearl (Zhenzhumu) and Antelope&#39;s horn (Lingyangjiao). 2. Wind and heat in the liver meridian manifested as red, swollen and painful eyes or visual obstruction, or hyperactivity of liver yang manifested as dizziness, vertigo and headache. Purple cowrie shell (Zibeichi) is used with Chrysanthemum flower (Juhua), Mulberry leaf (Sangye) and Uncaria stem (Gouteng)."
4597,http://119.3.41.228/tcmid/herb/4597/,SU MU,??,Sappan Caesalpinia,Caesalpinia sappan,"Mild,Pungent,Sweet,Salty","SPLEEN,LIVER,HEART","To quicken blood and dispel stasis, disperse swelling and relieve pain."
4634,http://119.3.41.228/tcmid/herb/4634/,FO SHOU,??,Fleshfingered Citron,Citrus medica  var. sarcodactylis,"Warm,Pungent,Bitter","LUNG,SPLEEN,STOMACH,LIVER","To rectify qi and relieve pain, fortify stomach and resolve phlegm."
4645,http://119.3.41.228/tcmid/herb/4645/,CHEN HAO,??,"Capillaris, Oriental wormwood",Herba Artemisiae Scopariae,"Minor cold,Bitter","SPLEEN,STOMACH,LIVER,GALLBLADDER",Treatment of jaundice
4665,http://119.3.41.228/tcmid/herb/4665/,JIN GUO LAN,???,Hairystalk Tinospora,Tinospora capillipes,"Cold,Bitter","LUNG,LARGE INTESTINE",See Tinospora sagittata.
4675,http://119.3.41.228/tcmid/herb/4675/,GUI MAO ZHEN,???,Microphale Pilosipe,Microphale Pilosipe,"Warm,Slightly Bitter","LIVER,KIDNEY",
4696,http://119.3.41.228/tcmid/herb/4696/,FANG JI,??,Fourstamen Stephania,Stephania tetrandra,"Cold,Pungent,Bitter","BLADDER,SPLEEN,KIDNEY","To disinhibit water and disperse edema, dispel wind and relieve pain."
4719,http://119.3.41.228/tcmid/herb/4719/,SHI LIAN ZI,???,Lotus seed,Semen Nelumbinis,"Sweet, astringent,neutral","SPLEEN,KIDNEY,HEART","Treatment of protracted diarrhea due to hypofunction of the spleen, seminal emission, leukorrhagia, palpitation, insomnia."
4735,http://119.3.41.228/tcmid/herb/4735/,TU BEI MU,???,Paniculate Bolbostemma,Rhizoma Bolbostemmae,"Minor cold,Pungent,Sweet,Bitter","LUNG,HEART","Treatment of mastitis, chronic lymphadenitis, tuberculosis of cervical lymph nodes, hypertrophic rhinitis."
4738,http://119.3.41.228/tcmid/herb/4738/,JI XUE CAO,???,Asiatic Pennywort,Centella asiatica,"Warm,Slightly Sweet,Bitter",LIVER,"To clear heat and disinhibit damp, resolve toxin and disperse swelling, lower blood pressure."
4741,http://119.3.41.228/tcmid/herb/4741/,MO YAO,??,Myrrh,Commiphora myrrha  [Syn.  Commiphora molmol],"Mild,Pungent,Bitter","SPLEEN,LIVER,HEART,KIDNEY","To quicken blood and relieve pain, disperse swelling and engender flesh."
4762,http://119.3.41.228/tcmid/herb/4762/,ZI SU YE,???,Common Perilla Leaf Equivalent plant:  Perilla frutescens var acuta,Perilla frutescens var. arguta,"Pungent,warm","LUNG,SPLEEN","To dissipate cold and resolve exterior, diffuse lung and transform phlegm, move qi and harmonize center, quiet fetus, resolve toxin of fish and crab."
4776,http://119.3.41.228/tcmid/herb/4776/,QIANG HUO,??,Incised Notopterygium Equivalent plant:  Notopterygium forbesii,Notopterygium incisum,"Warm,Pungent,Bitter","BLADDER,KIDNEY","To dissipate cold and resolve exterior, dispel wind and eliminate damp, disinhibit joints, relieve pain."
4783,http://119.3.41.228/tcmid/herb/4783/,HAI JIN SHA,???,Japanese Climbing Fern,Lygodium japonicum,"Cold,Sweet","BLADDER,SMALL INTESTINE","To clear heat and resolve toxin, disinhibit water and free strangury, quicken blood and free network vessels."
4821,http://119.3.41.228/tcmid/herb/4821/,PU TAO,??,fruit of european grape,fructus vitis viniferae,"Mild,Sweet,Slightly Sour","STOMACH,LIVER,KIDNEY",
4848,http://119.3.41.228/tcmid/herb/4848/,QIAN NIU ZI,???,Lobedleaf Pharbitis Seed Equivalent plant: Pharbitis purpurea,Pharbitis nil,"Cold,Bitter","LUNG,LARGE INTESTINE,KIDNEY","To drain water and free stool, disperse accumulation and kill worms."
4857,http://119.3.41.228/tcmid/herb/4857/,QING XIANG ZI,???,Feather Cockscomb Seed,Semen Celosiae,"Minor cold,Bitter",LIVER,"Treatment of redness of the eye and dizziness due to excessive heat or fire in the liver, nebula with blurred vision."
4866,http://119.3.41.228/tcmid/herb/4866/,A WEI,??,Asafetida Giantfennel Resin,Ferula assafoetida,"Warm,Pungent,Bitter","SPLEEN,STOMACH,LIVER","To transform concretion and disperse accumulation, kill worms, interrupt malaria."
4873,http://119.3.41.228/tcmid/herb/4873/,CU,?,Vinegar,Vinegar,"Warm,Sour,Bitter","STOMACH,LIVER","To stanch bleeding and dissipate stasis, resolve toxin and kill worms."
4879,http://119.3.41.228/tcmid/herb/4879/,HAN LIAN CAO,???,eclipta,Herba Ecliptae Prostratae,"Cold,Sweet,Sour","LIVER,KIDNEY",
4883,http://119.3.41.228/tcmid/herb/4883/,ZHU LING,??,Popyporus Agaric,Polyporus umbellatus,"Mild,Sweet,Neutral","BLADDER,KIDNEY","To disinhibit water and percolate damp, anticancer."
4889,http://119.3.41.228/tcmid/herb/4889/,MU GUA,??,Chinese Floweringquince,Chaenomeles sinensis,"Warm,Sour","SPLEEN,LIVER","To harmonize stomach and soothe sinews, dispel wind-damp, disperse phlegm and allay thirst."
4893,http://119.3.41.228/tcmid/herb/4893/,HUAI JIAO,??,pod of Japanese pagodatree,fructus Sophorae,"Minor cold,Bitter","LARGE INTESTINE,LIVER",
4918,http://119.3.41.228/tcmid/herb/4918/,XIAN HE CAO,???,Japanese Argimonia,Agrimonia pilosa var. japonica,"Mild,Bitter,Punkery","LUNG,SPLEEN,LIVER","To promote astriction and stanch bleeding, interrupt malaria, check dysentery, resolve toxin."
4924,http://119.3.41.228/tcmid/herb/4924/,REN GONG NIU HUANG,????,Artificial Bezoar,Calculus Bovis Artificiosus,"Cool,Bitter","LIVER,HEART",
4926,http://119.3.41.228/tcmid/herb/4926/,YU JIN,??,AromaticTurmeric,Curcuma aromatica,"Cold,Pungent,Bitter","LIVER,HEART,GALLBLADDER",See Curcuma longa .
4930,http://119.3.41.228/tcmid/herb/4930/,ZAO REN,??,seed of spine date,semen zizphi spinosae,"Mild,Sweet,Sour","SPLEEN,LIVER,HEART,GALLBLADDER","Treatment of insomnia, dream-disturbed sleep, excessive sweating due to debility, thirst due to consumption of body fluid."
4943,http://119.3.41.228/tcmid/herb/4943/,HUI XIANG,??,Fennel Fruit,Foeniculum vulgare,"Warm,Pungent","SPLEEN,STOMACH,LIVER,KIDNEY","To warm kidney and disperse cold, rectify qi and harmonize stomach ."
4972,http://119.3.41.228/tcmid/herb/4972/,PAO SHAN JIA,???,Prepared Anteater scales,Squama Manitis Praeparata,"Minor cold,Salty","STOMACH,LIVER","Treatment of amenorrhea with mass formation in the abdomen, galactostasis, carbuncles and sores, arthralgia with numbness and muscle contracture."
4978,http://119.3.41.228/tcmid/herb/4978/,QUAN SHEN,??,Bistort,Polygonum bistorta,"Cool,Bitter","LUNG,LARGE INTESTINE,LIVER","To clear heat and resolve toxin, disperse swelling, stanch bleeding."
4981,http://119.3.41.228/tcmid/herb/4981/,BI XIE,??,"Hypoglaucous Collett Yam Equivalent plant: Dioscorea gracillima , Dioscorea tokoro",Dioscorea hypoglauca  [Syn.  Dioscorea collettii var. hypoglauca],"Minor cold,Sweet","STOMACH,LIVER","To disinhibit damp and turbidity, dispel wind-damp."
4983,http://119.3.41.228/tcmid/herb/4983/,WU JI,??,Black Chicken,Gallus domesticus,"Mild,Sweet","LIVER,KIDNEY",
4986,http://119.3.41.228/tcmid/herb/4986/,DA FU PI,???,pericarp of Betelnutpalm,Pericarpium Arecae,"Minor Warm,Pungent","SPLEEN,LARGE INTESTINE,STOMACH,SMALL INTESTINE","Treatment of stagnation of qi due to accumulation of damp marked by epigastric and abdominal distension, difficult evacuation of the feces, edema of the legs and oliguria."
4990,http://119.3.41.228/tcmid/herb/4990/,MU DING XIANG,???,Clove fruit,Fructus Caryophylli,"Warm,Pungent","SPLEEN,STOMACH,KIDNEY",
5009,http://119.3.41.228/tcmid/herb/5009/,FU PEN ZI,???,Red-and-Yellow Garden Raspberry,Rubus idaeus,"Mild,Sweet,Sour","LIVER,KIDNEY","To supplement liver and boost kidney, secure essence and reduce urine, brighten eyes."
5014,http://119.3.41.228/tcmid/herb/5014/,KU XING REN,???,bitter Apricot seed,Semen armeniacae amarum,"Minor Warm,Bitter","LUNG,LARGE INTESTINE","Treatment of cough and asthma accompanied by stuffiness in the chest and profuse expectoration, constipation due to deficiency of blood and fluid."
5020,http://119.3.41.228/tcmid/herb/5020/,SANG ZHI,??,White Mulberry Branch,Morus alba,"Mild,Bitter",LIVER,"To dispel wind-damp, disinhibit joints, lower blood pressure, disinhibit urine."
5034,http://119.3.41.228/tcmid/herb/5034/,XUAN SHEN,??,Ningpo Figwort Equivalent plant:  Scrophularia buergeriana,Scrophularia ningpoensis,"Cold,Sweet,Bitter,Salty","LUNG,STOMACH,KIDNEY","To clear heat and cool blood, enrich yin and downbear fire, resolve toxin and dissipate binds."
5050,http://119.3.41.228/tcmid/herb/5050/,HOU PU,??,bark of Officinal magnolia,Cortex Magnoliae officinalis,"Warm,Pungent,Bitter","LUNG,SPLEEN,LARGE INTESTINE,STOMACH","Treatment of accumulation of damp in the spleen and the stomach marked by epigastric strffiness, vomiting and diarrhea, abdominal distension and constipation due to retention of undigested food, cough and dyspnea caused by retanied damp."
5082,http://119.3.41.228/tcmid/herb/5082/,CHI XIAO DOU,???,Rice Bean,Semen Phaseoli,"Mild,Sweet,Sour","SMALL INTESTINE,HEART","Treatment of edema, jaundice with dark urine, acute rheumatic arthritis, carbuncles, boils, appendicitis."
5106,http://119.3.41.228/tcmid/herb/5106/,DI GU PI,???,root - bark of Chinese Wolfberry,Cortex Lycii Radicis,"Cold,Sweet","LUNG,KIDNEY","Treatment of afternoon fever and night sweating in consumptive diseases, cough, hemoptysis and epistaxis due to heat in the lung, diabetes caused by internal heat."
5124,http://119.3.41.228/tcmid/herb/5124/,LIAN ZI XIN,???,Hindu Lotus Plumule,Nelumbo nucifera,"Mild,Sweet,Punkery","SPLEEN,HEART,KIDNEY","To clear heart fire, clear liver fire, stanch bleeding, secure essence."
5145,http://119.3.41.228/tcmid/herb/5145/,WU SHAO SHE,???,Black-tail Snake,Zaocys,"Mild,Sweet",LIVER,"Treatment of chronic rheumatoid arthritis with numbness and ankylosis, hemiplegia in stroke, convulsion, tetanus, leprosy, scabies, scrofula with suppuration."
5147,http://119.3.41.228/tcmid/herb/5147/,FA BAN XIA,???,Prepared Pinellia Tuber,Rhizoma Pinelliae Preparata,"Warm,Pungent","LUNG,SPLEEN,STOMACH","Treatment of cough and asthma with copious phlegm, dizziness and palpitation caused by wind-phlegm and phlegm retention, headache due to adverse rising of phlegm."
5149,http://119.3.41.228/tcmid/herb/5149/,PO GU ZHI,???,fruit of Malaytea scurfpea,Fructus Psoraleae Corylifoliae,"Extreme Warm,Pungent,Bitter","SPLEEN,KIDNEY","Treatment of impotence, seminal emission, enuresis, frequent urination, aching of the loins and knees with cold sensation, asthma in deficiency of yin of the kidney, diarrhea occurring before dawn daily. External use for vitiligo and alpecia areata."
5151,http://119.3.41.228/tcmid/herb/5151/,MU XIANG,??,Common Aucklandia (Costustoot),Saussurea lappa  [Syn.  Aucklandia lappa],"Warm,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH,GALLBLADDER,THREE END","To move qi and relieve pain, fortify spleen and disperse food."
5159,http://119.3.41.228/tcmid/herb/5159/,QI ZI,??,True Lacquer Seed,Rhus verniciflua [Syn.  Toxicadendron verniciflum ],"Mild,Sweet","LUNG,LIVER,KIDNEY","To quicken blood and stanch bleeding, warm channels and relieve pain."
5172,http://119.3.41.228/tcmid/herb/5172/,XI HE LIU,???,Chinese Tamarisk Twig,Cacumen Tamaricis,"Mild,Pungent,Sweet","LUNG,STOMACH,HEART","Treatment of measles without adequate eruption, rheumatic arthralgia."
5192,http://119.3.41.228/tcmid/herb/5192/,HU SUI,??,Coriander,Herba Coriandri,"Pungent,warm","LUNG,STOMACH","Treatment of early stage of measles due to attack of wind and cold manifested as fever, no sweating and measles without a rash. Coriander (Husui) is used with Spirodela (Fuping) and Cimicifuga rhizome (Shengma). The heated herbal tea is applied to the skin to bring the rash to the surface."
5195,http://119.3.41.228/tcmid/herb/5195/,GUI JIA,??,Tortoise Shell,Carapax et Plastrum Testudinis,"Mild,Sweet,Salty","LIVER,KIDNEY","Treatment of consumptive fever and night sweating due to deficiency of yin, vertigo, tremors, weakness of legs, forgetfulness."
5201,http://119.3.41.228/tcmid/herb/5201/,LV RONG HAO,???,all-grass of entire meconopsis,herba meconpsis integrifoliae,"Minor Warm,Bitter,Punkery","LIVER,KIDNEY",
5203,http://119.3.41.228/tcmid/herb/5203/,JIANG XIANG YOU,???,Odoriferous Rosewood oil,Oleum Dalbergiae Odoriferae,"Warm,Pungent","LIVER,HEART","Treatment of epigastric pain, costal and hypochondriac pains due tostagnancy of qi of the liver, angina pectoris, traumatic injury and bleeding."
5207,http://119.3.41.228/tcmid/herb/5207/,SHE GAN,??,Blackberrylily,Belamcanda chinensis,"Cold,Bitter",LUNG,"To clear heat and resolve toxin, disperse phlegm, disinhibit throat."
5245,http://119.3.41.228/tcmid/herb/5245/,GUANG HUO XIANG YOU,????,oil of Cabline potchouli,Oleum Pogostemonis,"Minor Warm,Pungent","LUNG,SPLEEN,STOMACH","Treatment of lingering of turbid damp in the spleen and stomach manifested by stuffiness in the epigastrium and vomiting, summer-damp affection marked by lassitude and stuffiness in the chest, cold-damp affection in summer time marked by abdomen pain, vomiting and diarrhea, sinusitis with headache."
5258,http://119.3.41.228/tcmid/herb/5258/,CANG ZHU,??,"Swordlike Atractylodes Equivalent plant: Atractylodes chinensis,  Atractylodes japonica",Atractylodes lancea,"Warm,Pungent,Bitter","SPLEEN,STOMACH","To dispel damp and strengthen spleen, dispel wind, brighten eyes."
5264,http://119.3.41.228/tcmid/herb/5264/,DONG GUA REN,???,Seed of Chinese Waxgourd,Semen Benincasae,"Minor cold,Sweet",LIVER,
5265,http://119.3.41.228/tcmid/herb/5265/,XIAO CHE QIAN,???,all-grass of Little Plantain,Herba Plantaginis minutae,"Cold,Sweet","STOMACH,LIVER,KIDNEY",
5279,http://119.3.41.228/tcmid/herb/5279/,WU MEI,??,Japanese Apricot,Prunus mume,"Mild,Sour","LUNG,SPLEEN,STOMACH,LIVER","To constrain lung and relieve cough, astringe intestines and check diarrhea, stanch bleeding, engender liquid, quiet roundworm, close sores."
5283,http://119.3.41.228/tcmid/herb/5283/,CAO KOU REN,???,seed of Katsumada Galangal,Semen Alpiniae katsumadai,"Warm,Pungent","SPLEEN,STOMACH",
5285,http://119.3.41.228/tcmid/herb/5285/,GUANG HUO XIANG YE,????,leaf of Cabline potchouli,Folium Pogostemonis,"Minor Warm,Pungent","LUNG,SPLEEN,STOMACH","Treatment of lingering of turbid damp in the spleen and stomach manifested by stuffiness in the epigastrium and vomiting, summer-damp affection marked by lassitude and stuffiness in the chest, cold-damp affection in summer time marked by abdomen pain, vomiting and diarrhea, sinusitis with headache."
5295,http://119.3.41.228/tcmid/herb/5295/,JU PI,??,Tangerine Pericarp,Citrus reticulata,"Warm,Pungent,Bitter","LUNG,SPLEEN","To rectify qi and downbear counterflow, regulate center and increase appetite, dry damp and transform phlegm."
5297,http://119.3.41.228/tcmid/herb/5297/,HUANG HAO,??,Virg ate Wormwood,Artemisia scoparia  [Syn.  Artemisia capillaris  var. scoparia],"Cold,Pungent,Bitter","LIVER,KIDNEY,GALLBLADDER",See Artemisia capillaris.
5308,http://119.3.41.228/tcmid/herb/5308/,LEI WAN,??,Thunder Ball,omphalia,"Cold,Slightly Bitter","LARGE INTESTINE,STOMACH","Treatment of taeniasis, ancylostomiasis, ascariasis, intestinal parasitosis with abdomen pain or with infantile malnutrition."
5310,http://119.3.41.228/tcmid/herb/5310/,GUI BAN,??,Tortoise plastron,Plastrum Testudinis,"Cold,Sweet,Salty","LIVER,HEART,KIDNEY","Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi), Sea-ear sh"
5327,http://119.3.41.228/tcmid/herb/5327/,BAI JIANG CAN,???,Silkworm Larva,Bombyx mori,"Salty, pungent,neutral","LIVER,LUNG","To dispel wind and resolve tetany, transform phlegm and dissipate binds, resolve toxin and disinhibit throat."
5328,http://119.3.41.228/tcmid/herb/5328/,BAI JIANG CAO,???,All - grass of Dahurian Patrinia,Herba Patriniae,"Minor cold,Pungent,Bitter","LARGE INTESTINE,STOMACH,LIVER","Treatment of acute appendicitis, pulmonary abscess and skin infection. Recently also for pancreatitis, tonsillitis, P. viloso also used to influenza, while P. scabiosaefolia for snake bite. Treatment of postpartum abdomen pain and menorrhalgia due to blood stasis, chest pain, etc. Treatment of vexation, insomnia, insanity."
5347,http://119.3.41.228/tcmid/herb/5347/,AN XI XIANG,???,Sumatra Snowbell Equivalent plant: Styrax tonkinensis,Styrax benzoin,"Mild,Pungent,Bitter","SPLEEN,HEART","To open orifices and arouse spirit, break phlegm and repel foulness, move qi and quicken blood, relieve pain."
5354,http://119.3.41.228/tcmid/herb/5354/,WU LING ZHI,???,Trogopterus Dung,"Trogopterus xanthipes,  Pteromys volans","Warm,Sweet,Bitter,Salty",LIVER,"To quicken blood and relieve pain, transform stasis and stanch bleeding, disperse accumulation and resolve toxin."
5374,http://119.3.41.228/tcmid/herb/5374/,DING XIANG,??,Clove Tree,Syzygium aromaticum  [Syn.  Eugenia caryophyllata],"Warm,Pungent","SPLEEN,STOMACH,KIDNEY","To warm center and downbear counterflow, warm kidney and invigorate yang ."
5404,http://119.3.41.228/tcmid/herb/5404/,TU SI ZI,???,Dodder Seed,Semen Cuseutae;Semen Cuseutae,"Mild,Pungent,Sweet","LIVER,KIDNEY","Treatment of impotence, seminal emission, dripping of urine after urination, enuresis, frequent urination, aching and weakness of the loins and knees, blurred vision and tinnitus, threatened abortion due to hypofunction of the kidney, diarrhea due to hypofunction of the spleen and the kidney, external use for vitiligo."
5412,http://119.3.41.228/tcmid/herb/5412/,DA DU HUO,???,root of Laxflower Cowparsnip,Radix Heraclei maximi,"Minor Warm,Pungent,Bitter","BLADDER,LIVER","Treatment of rheumatic arthritis with pain in the lower back and knees, headache due to attack of cold on the Shaoyin Channel characterized by association of headache with precordial pain and cold legs."
5421,http://119.3.41.228/tcmid/herb/5421/,FU SHEN,??,Indian Bread with Pine,Poria,"Mild,Sweet,Neutral","LIVER,HEART",
5422,http://119.3.41.228/tcmid/herb/5422/,SU HE XIANG,???,Oriental Sweetgum Resin,Liquidambar orientalis,"Warm,Pungent","SPLEEN,HEART","To open orifices, break foul, relieve pain."
5423,http://119.3.41.228/tcmid/herb/5423/,XIANG YUAN,??,Wilson Citron,Citrus wilsonii,"Warm,Pungent,Sour,Slightly Bitter","LUNG,SPLEEN,STOMACH,LIVER",See Citrus medica .
5449,http://119.3.41.228/tcmid/herb/5449/,JIU,?,Ethanol,Vinum,"Warm,Pungent,Sweet,Bitter","LUNG,STOMACH,LIVER,HEART",
5453,http://119.3.41.228/tcmid/herb/5453/,HUANG HUA DI DING,????,Diluteyellow Crotalaria,Crotalaria albida,"Cold,Pungent,Bitter","LIVER,HEART","To drain lung and disperse phlegm, clear heat and disinhibit damp, resolve toxin and disperse swelling."
5477,http://119.3.41.228/tcmid/herb/5477/,CHU SHI,??,Papermulberry Fruit,Fructus Broussonetiae,"Cold,Sweet","SPLEEN,HEART","Treatment of aching and weakness of the loins and knees, consumptive fever, dizziness and blurred visiidn, nebula, edema."
5489,http://119.3.41.228/tcmid/herb/5489/,CHUAN XIN LIAN YE,????,Powder of green chiretta leaves,Folium Andrographitis,"Cold,Bitter","LUNG,LARGE INTESTINE,STOMACH,SMALL INTESTINE",
5505,http://119.3.41.228/tcmid/herb/5505/,SHAN NAI,??,Galanga Resurrectionlily,Kaempferia galanga,"Warm,Pungent",STOMACH,"To warm center and move qi , disperse food, relieve pain."
5512,http://119.3.41.228/tcmid/herb/5512/,HUAI HUA,??,flower bud of Japanese pagodatree,flos Sophorae,"Minor cold,Bitter","LARGE INTESTINE,LIVER","Treatment of hematochezia, hemorrhoidal bleeding, dysentery with bloody stools, abnormal uterine bleeding, spitting of blood, epistaxis, redness of the eyes, headache and dizziness due to excess fire in the liver."
5522,http://119.3.41.228/tcmid/herb/5522/,TONG CAO,??,puth of Ricepaperplant,Medulla Tetrapanacis,"Minor cold,Sweet,Neutral","LUNG,STOMACH","Treatment of dysuria with difficult painful urination, edema and oliguria, lack of milk secretion."
5523,http://119.3.41.228/tcmid/herb/5523/,BEI WU WEI,???,fruit of Chinese Nmagnoliavine,Fructus Schiandrae,"Warm,Sweet,Sour","LUNG,HEART,KIDNEY","Treatment of chronic cough and asthma, nocturnal emission, spermatorrhea, enuresis, frequent urination, protracted diarrhea, spontaneous sweating, night sweating, impairment of body fluid with thirst, shortness of breath and feeble pulse, diabetes caused by internal heat, palpitation and insomnia."
5531,http://119.3.41.228/tcmid/herb/5531/,DA FENG ZI REN,????,Chaulmoogra seed,Semen Chaulmoograe,"Hot,Pungent","SPLEEN,LIVER,KIDNEY","Treatment of leprosy, both internal and external use, external use for scabies, tinea and syphilitic skin lesion."
5532,http://119.3.41.228/tcmid/herb/5532/,XI XIAN,??,"Common St Paulswort Equivalent plant: Siegesbeckia orientalis var pubescens, Siegesbeckia orientalis var glabrescens",Siegesbeckia orientalis,"Cold,Bitter","SPLEEN,LIVER","To dispel wind-damp, free channels and network vessels, clear heat and resolve toxin."
5534,http://119.3.41.228/tcmid/herb/5534/,BO HE,??,Wild Mint,Mentha haplocalyx,"Cool,Pungent","LUNG,LIVER","To dissipate wind-heat, clear head and eyes, disinhibit pharynx and larynx, outthrust papules, resolve depression."
